participant,class_acc,permutation_p_val
85,0.5791666666666666,0.0009990009990009
86,0.6069444444444444,0.0009990009990009
87,0.638888888888889,0.000999000999000999
88,0.6513888888888888,0.000999000999000999
89,0.5916666666666666,0.000999000999000999
95,0.6277777777777778,0.000999000999000999
