participant,class_acc,permutation_p_val
85,0.5666666666666667,0.000999000999000999
86,0.5847222222222223,0.000999000999000999
87,0.601388888888889,0.000999000999000999
88,0.6430555555555555,0.000999000999000999
89,0.5472222222222223,0.015984015984015984
95,0.5930555555555557,0.000999000999000999
