participant,class_acc,permutation_p_val
85,0.6375,0.000999000999000999
86,0.7277777777777777,0.000999000999000999
87,0.7819444444444444,0.000999000999000999
88,0.7583333333333333,0.000999000999000999
89,0.7472222222222222,0.000999000999000999
95,0.6777777777777778,0.000999000999000999
