par_85,par_86,par_87,par_88,par_89,par_95,mean
0.4930555555555555,0.5027777777777778,0.5222222222222223,0.5375,0.5333333333333333,0.5597222222222222,0.5247685185185186
0.5361111111111111,0.5013888888888889,0.5,0.5152777777777778,0.5513888888888888,0.5611111111111111,0.5275462962962963
0.5430555555555555,0.5291666666666667,0.4763888888888889,0.5263888888888889,0.5777777777777778,0.5555555555555556,0.5347222222222223
0.525,0.5222222222222224,0.4916666666666666,0.5375,0.5486111111111112,0.5569444444444445,0.5303240740740741
0.5263888888888889,0.5347222222222222,0.5,0.5430555555555555,0.5486111111111112,0.5291666666666667,0.5303240740740741
0.5277777777777778,0.5416666666666667,0.5083333333333333,0.5305555555555556,0.5305555555555556,0.5541666666666668,0.5321759259259259
0.5,0.5472222222222223,0.5208333333333333,0.5125,0.5333333333333334,0.5444444444444445,0.5263888888888889
0.4916666666666667,0.5263888888888888,0.5430555555555555,0.4763888888888889,0.5097222222222222,0.5541666666666666,0.516898148148148
0.4777777777777777,0.5222222222222223,0.5263888888888888,0.4958333333333333,0.5097222222222222,0.5361111111111111,0.5113425925925925
0.5013888888888889,0.5180555555555555,0.4847222222222222,0.49861111111111106,0.5319444444444444,0.5416666666666666,0.5127314814814815
0.4958333333333333,0.538888888888889,0.4875,0.5222222222222221,0.5402777777777779,0.5499999999999999,0.5224537037037037
0.4930555555555555,0.5416666666666667,0.48611111111111116,0.49444444444444446,0.5152777777777777,0.5680555555555555,0.5164351851851853
0.5375,0.5444444444444444,0.46805555555555556,0.48888888888888893,0.49861111111111106,0.5916666666666667,0.5215277777777777
0.5222222222222224,0.5277777777777778,0.5305555555555557,0.5083333333333334,0.49444444444444446,0.548611111111111,0.5219907407407408
0.5513888888888889,0.5263888888888889,0.5361111111111111,0.4916666666666666,0.5194444444444445,0.5347222222222222,0.5266203703703703
0.5416666666666666,0.5152777777777777,0.5569444444444445,0.5347222222222222,0.5125,0.5055555555555555,0.5277777777777778
0.5125,0.5013888888888889,0.5416666666666666,0.5402777777777777,0.5180555555555555,0.5291666666666667,0.5238425925925926
0.538888888888889,0.5083333333333333,0.5402777777777777,0.538888888888889,0.5138888888888888,0.5194444444444445,0.5266203703703703
0.5736111111111112,0.4958333333333334,0.5416666666666666,0.5333333333333333,0.49861111111111106,0.5611111111111111,0.5340277777777778
0.5625,0.5194444444444445,0.5583333333333333,0.5333333333333334,0.4875,0.5236111111111111,0.530787037037037
0.5458333333333333,0.5208333333333334,0.5638888888888889,0.5388888888888889,0.5208333333333334,0.5027777777777778,0.5321759259259259
0.5263888888888889,0.5055555555555556,0.523611111111111,0.5222222222222223,0.5222222222222223,0.5152777777777778,0.519212962962963
0.5444444444444445,0.5069444444444444,0.5041666666666667,0.5569444444444445,0.5361111111111111,0.5055555555555555,0.5256944444444444
0.5222222222222223,0.5,0.5125,0.55,0.4958333333333333,0.5125,0.5155092592592592
0.5097222222222222,0.5180555555555555,0.5236111111111111,0.5277777777777779,0.4763888888888889,0.5291666666666667,0.5141203703703704
0.5402777777777779,0.523611111111111,0.513888888888889,0.49722222222222223,0.48611111111111105,0.5208333333333333,0.5136574074074075
0.5402777777777777,0.5180555555555555,0.5152777777777778,0.4875,0.47916666666666663,0.5416666666666667,0.5136574074074073
0.525,0.5277777777777778,0.5291666666666666,0.4847222222222222,0.4930555555555555,0.5291666666666667,0.5148148148148147
0.4958333333333333,0.5472222222222222,0.5361111111111112,0.49722222222222223,0.5374999999999999,0.5416666666666667,0.525925925925926
0.4652777777777778,0.5250000000000001,0.4708333333333333,0.49722222222222223,0.49861111111111106,0.5375,0.49907407407407406
0.4611111111111111,0.5569444444444445,0.4722222222222222,0.5152777777777778,0.4833333333333334,0.5111111111111111,0.5
0.5111111111111111,0.5625,0.5,0.4847222222222222,0.5097222222222222,0.523611111111111,0.5152777777777778
0.5291666666666667,0.5041666666666667,0.5,0.49444444444444435,0.5319444444444444,0.5222222222222223,0.5136574074074074
0.523611111111111,0.486111111111111,0.46944444444444444,0.5430555555555555,0.5111111111111112,0.5083333333333333,0.5069444444444444
0.5375,0.4888888888888889,0.4833333333333334,0.5555555555555555,0.4875,0.4958333333333333,0.5081018518518517
0.5361111111111112,0.5,0.4958333333333333,0.5680555555555555,0.5013888888888889,0.5194444444444445,0.5201388888888888
0.5138888888888888,0.4666666666666666,0.5027777777777778,0.5527777777777778,0.523611111111111,0.5569444444444445,0.5194444444444444
0.55,0.5055555555555555,0.5111111111111111,0.5458333333333333,0.513888888888889,0.5791666666666666,0.5342592592592592
0.5347222222222222,0.5166666666666666,0.5069444444444444,0.525,0.48611111111111105,0.5944444444444444,0.5273148148148149
0.5305555555555557,0.5013888888888889,0.4958333333333333,0.5125,0.4930555555555555,0.5972222222222222,0.5217592592592593
0.5333333333333334,0.5222222222222223,0.5152777777777778,0.5638888888888889,0.5013888888888889,0.5916666666666666,0.5379629629629631
0.5166666666666667,0.5041666666666667,0.5083333333333334,0.5513888888888889,0.49722222222222223,0.5513888888888889,0.5215277777777778
0.5013888888888889,0.498611111111111,0.49305555555555564,0.5333333333333333,0.5263888888888888,0.5638888888888889,0.5194444444444445
0.5166666666666666,0.5,0.513888888888889,0.5013888888888889,0.5263888888888889,0.5444444444444445,0.5171296296296296
0.5041666666666667,0.5208333333333334,0.4916666666666667,0.4833333333333333,0.5416666666666666,0.5166666666666667,0.5097222222222222
0.4805555555555555,0.498611111111111,0.5013888888888889,0.47638888888888886,0.5388888888888889,0.5041666666666667,0.5
0.4680555555555555,0.5097222222222222,0.5361111111111111,0.49027777777777787,0.5319444444444444,0.5374999999999999,0.5122685185185185
0.4833333333333334,0.5,0.523611111111111,0.4708333333333334,0.5055555555555556,0.5166666666666667,0.5
0.4805555555555555,0.4847222222222222,0.5055555555555556,0.49861111111111117,0.525,0.548611111111111,0.507175925925926
0.4888888888888888,0.4638888888888889,0.525,0.525,0.5194444444444445,0.5541666666666667,0.5127314814814815
0.4694444444444444,0.4833333333333334,0.5319444444444444,0.5194444444444445,0.5347222222222222,0.5402777777777777,0.5131944444444444
0.5152777777777777,0.5194444444444445,0.5180555555555555,0.5097222222222222,0.5402777777777777,0.5430555555555556,0.5243055555555556
0.5194444444444445,0.5111111111111112,0.523611111111111,0.49444444444444446,0.5166666666666667,0.5486111111111112,0.5189814814814815
0.5097222222222223,0.5013888888888889,0.5152777777777778,0.538888888888889,0.5069444444444444,0.5319444444444443,0.5173611111111112
0.5027777777777779,0.5027777777777779,0.5152777777777777,0.5611111111111111,0.5083333333333334,0.5569444444444444,0.5245370370370371
0.513888888888889,0.5305555555555557,0.49027777777777776,0.5916666666666666,0.4930555555555555,0.5416666666666667,0.5268518518518519
0.5222222222222221,0.5305555555555556,0.4958333333333333,0.5736111111111112,0.4916666666666667,0.5361111111111111,0.525
0.5458333333333334,0.5166666666666667,0.5125,0.5416666666666667,0.47777777777777775,0.5097222222222222,0.5173611111111112
0.5458333333333333,0.5319444444444444,0.5347222222222222,0.523611111111111,0.48194444444444445,0.49722222222222223,0.5192129629629629
0.5541666666666667,0.5430555555555555,0.5166666666666667,0.513888888888889,0.5013888888888889,0.5097222222222222,0.523148148148148
0.5541666666666666,0.5277777777777778,0.5388888888888889,0.5138888888888888,0.5152777777777777,0.5347222222222221,0.530787037037037
0.538888888888889,0.5194444444444445,0.5527777777777778,0.5180555555555555,0.5472222222222223,0.5208333333333334,0.5328703703703704
0.5083333333333333,0.5444444444444445,0.5388888888888889,0.5013888888888889,0.5305555555555556,0.5472222222222223,0.5284722222222222
0.4944444444444444,0.5527777777777778,0.5319444444444444,0.4916666666666667,0.5541666666666666,0.5694444444444444,0.5324074074074074
0.5069444444444444,0.5458333333333333,0.5319444444444444,0.5111111111111112,0.5208333333333334,0.5527777777777778,0.5282407407407407
0.5152777777777777,0.5513888888888889,0.5347222222222221,0.5305555555555556,0.5013888888888889,0.5347222222222222,0.5280092592592592
0.4875,0.5666666666666667,0.5222222222222223,0.5486111111111112,0.49861111111111106,0.5416666666666667,0.5275462962962963
0.5444444444444445,0.5499999999999999,0.5208333333333333,0.5458333333333333,0.5291666666666666,0.5694444444444444,0.543287037037037
0.5416666666666667,0.5583333333333333,0.5444444444444445,0.5680555555555556,0.5402777777777779,0.5555555555555556,0.5513888888888889
0.5611111111111111,0.5222222222222223,0.5458333333333333,0.586111111111111,0.5694444444444444,0.5597222222222221,0.5574074074074075
0.548611111111111,0.5277777777777778,0.5541666666666666,0.6,0.5791666666666667,0.55,0.5599537037037038
0.5388888888888889,0.5402777777777777,0.5666666666666667,0.5819444444444445,0.5194444444444445,0.5430555555555555,0.5483796296296296
0.5277777777777778,0.5611111111111112,0.5472222222222223,0.5916666666666666,0.49444444444444446,0.5375,0.5432870370370371
0.5416666666666667,0.5888888888888889,0.5375,0.5833333333333334,0.5013888888888889,0.5430555555555555,0.5493055555555556
0.5430555555555555,0.5722222222222222,0.5263888888888889,0.5902777777777779,0.5125,0.5722222222222222,0.5527777777777777
0.5638888888888889,0.5333333333333334,0.5291666666666666,0.6097222222222222,0.5277777777777778,0.5777777777777777,0.5569444444444445
0.5444444444444444,0.5125,0.5347222222222221,0.6,0.5388888888888889,0.6041666666666667,0.555787037037037
0.5347222222222222,0.5277777777777778,0.5527777777777778,0.5958333333333334,0.5666666666666667,0.6361111111111112,0.5689814814814814
0.4972222222222221,0.5569444444444445,0.5569444444444445,0.5986111111111112,0.5708333333333333,0.6402777777777778,0.5701388888888889
0.5375,0.6055555555555556,0.5638888888888889,0.6180555555555556,0.5847222222222223,0.6611111111111111,0.5951388888888889
0.5722222222222222,0.5680555555555555,0.6055555555555556,0.6361111111111111,0.6027777777777777,0.6444444444444445,0.6048611111111112
0.5930555555555556,0.5555555555555556,0.611111111111111,0.6527777777777778,0.5847222222222223,0.6208333333333333,0.6030092592592592
0.611111111111111,0.5263888888888889,0.5916666666666666,0.625,0.5847222222222223,0.6277777777777778,0.5944444444444444
0.6083333333333334,0.5125,0.5986111111111111,0.6402777777777777,0.5805555555555555,0.6347222222222222,0.5958333333333333
0.5972222222222222,0.5458333333333334,0.6013888888888889,0.5958333333333334,0.5694444444444444,0.6527777777777779,0.59375
0.5888888888888889,0.5555555555555556,0.6125,0.5666666666666667,0.5972222222222221,0.6611111111111112,0.5969907407407408
0.5666666666666667,0.5638888888888889,0.6083333333333334,0.548611111111111,0.5958333333333334,0.6527777777777778,0.5893518518518519
0.5666666666666667,0.5541666666666666,0.6236111111111111,0.5763888888888888,0.5902777777777778,0.6527777777777778,0.5939814814814813
0.5805555555555555,0.5791666666666666,0.6291666666666667,0.5819444444444444,0.5847222222222221,0.6333333333333333,0.5981481481481481
0.5708333333333334,0.5833333333333333,0.6375,0.6222222222222221,0.575,0.6083333333333333,0.5995370370370371
0.5944444444444444,0.5819444444444444,0.6291666666666667,0.6097222222222223,0.5638888888888889,0.6333333333333334,0.6020833333333334
0.5944444444444444,0.5541666666666666,0.6138888888888888,0.6111111111111112,0.5638888888888889,0.6680555555555555,0.600925925925926
0.5875,0.5722222222222222,0.6180555555555556,0.6319444444444444,0.5972222222222222,0.6555555555555556,0.6104166666666667
0.6138888888888888,0.5763888888888888,0.6152777777777778,0.6375,0.6,0.6458333333333333,0.6148148148148148
0.5972222222222222,0.5708333333333333,0.6083333333333334,0.6513888888888888,0.5861111111111111,0.6277777777777778,0.6069444444444445
0.5625,0.5430555555555555,0.6097222222222222,0.6583333333333334,0.5680555555555555,0.6319444444444444,0.5956018518518519
0.5569444444444444,0.538888888888889,0.6055555555555555,0.65,0.5416666666666667,0.6666666666666666,0.593287037037037
0.5416666666666667,0.538888888888889,0.6041666666666667,0.6263888888888889,0.5402777777777777,0.6805555555555556,0.5886574074074075
0.5541666666666667,0.5277777777777778,0.5791666666666667,0.6194444444444445,0.5513888888888889,0.6666666666666667,0.5831018518518518
0.5694444444444444,0.5166666666666667,0.5569444444444444,0.6416666666666667,0.575,0.6597222222222222,0.5865740740740741
0.5444444444444444,0.5305555555555556,0.5583333333333333,0.6305555555555555,0.5722222222222222,0.6666666666666666,0.5837962962962963
0.5458333333333333,0.5319444444444444,0.5777777777777777,0.625,0.5458333333333334,0.6527777777777779,0.5798611111111112
0.55,0.5222222222222221,0.5902777777777778,0.6013888888888889,0.5611111111111111,0.6666666666666666,0.5819444444444445
0.5611111111111111,0.5291666666666667,0.5833333333333333,0.55,0.5666666666666667,0.6416666666666666,0.5719907407407407
0.5361111111111111,0.5333333333333334,0.575,0.5291666666666667,0.5805555555555555,0.6125,0.561111111111111
0.5208333333333333,0.5319444444444444,0.5569444444444445,0.5430555555555555,0.5875,0.6055555555555555,0.5576388888888889
0.5263888888888889,0.5166666666666666,0.5527777777777778,0.5569444444444445,0.6097222222222223,0.5972222222222221,0.5599537037037038
0.5791666666666666,0.5055555555555555,0.5361111111111111,0.5513888888888888,0.6069444444444445,0.601388888888889,0.5634259259259259
0.5652777777777778,0.5097222222222222,0.5555555555555556,0.548611111111111,0.5958333333333334,0.5958333333333332,0.5618055555555556
0.575,0.5180555555555555,0.5777777777777777,0.5430555555555555,0.6152777777777778,0.5944444444444444,0.5706018518518519
0.5777777777777777,0.5555555555555556,0.5777777777777777,0.5305555555555556,0.6208333333333333,0.5722222222222222,0.5724537037037036
0.5791666666666666,0.5319444444444444,0.5902777777777778,0.5416666666666667,0.6555555555555557,0.5652777777777777,0.5773148148148148
0.5791666666666667,0.5611111111111111,0.5944444444444444,0.5597222222222222,0.6625,0.586111111111111,0.5905092592592593
0.5736111111111111,0.5833333333333333,0.6152777777777778,0.5777777777777777,0.6708333333333333,0.5930555555555557,0.6023148148148149
0.6041666666666667,0.5847222222222221,0.6083333333333334,0.586111111111111,0.6819444444444444,0.5902777777777778,0.6092592592592593
0.6069444444444445,0.6097222222222223,0.6083333333333333,0.6055555555555555,0.6833333333333333,0.5958333333333334,0.618287037037037
0.5944444444444444,0.611111111111111,0.6152777777777778,0.6138888888888888,0.6847222222222221,0.6111111111111113,0.6217592592592592
0.5972222222222221,0.625,0.6263888888888889,0.5972222222222222,0.6986111111111112,0.6152777777777778,0.6266203703703703
0.601388888888889,0.6083333333333333,0.6291666666666667,0.6166666666666667,0.6930555555555555,0.625,0.6289351851851852
0.6055555555555555,0.5833333333333333,0.6375,0.6138888888888889,0.7111111111111111,0.6472222222222221,0.6331018518518517
0.625,0.5777777777777777,0.6430555555555556,0.5763888888888888,0.7027777777777778,0.65,0.6291666666666667
0.611111111111111,0.575,0.638888888888889,0.5680555555555556,0.6833333333333333,0.6458333333333334,0.6203703703703703
0.6125,0.6069444444444445,0.6375,0.5972222222222222,0.6972222222222222,0.6277777777777778,0.6298611111111111
0.6236111111111111,0.6138888888888889,0.6680555555555555,0.6027777777777777,0.7069444444444444,0.6166666666666666,0.6386574074074074
0.6319444444444444,0.6180555555555556,0.6597222222222221,0.6138888888888889,0.6930555555555555,0.5986111111111111,0.6358796296296296
0.611111111111111,0.6291666666666667,0.6583333333333333,0.5986111111111111,0.6861111111111111,0.601388888888889,0.6307870370370369
0.6152777777777778,0.5986111111111112,0.6583333333333334,0.5986111111111112,0.6888888888888889,0.6055555555555555,0.6275462962962963
0.6319444444444444,0.6125,0.6638888888888889,0.5777777777777777,0.7,0.6083333333333333,0.6324074074074074
0.638888888888889,0.6361111111111111,0.6611111111111111,0.586111111111111,0.7,0.6222222222222222,0.6407407407407407
0.6194444444444445,0.6263888888888889,0.6611111111111112,0.5805555555555556,0.6944444444444444,0.6152777777777778,0.6328703703703704
0.6375000000000001,0.6444444444444445,0.663888888888889,0.5847222222222223,0.6875,0.6152777777777778,0.638888888888889
0.6305555555555555,0.6625,0.6652777777777777,0.5652777777777779,0.6861111111111111,0.6152777777777778,0.6375000000000001
0.6277777777777778,0.6513888888888888,0.6777777777777778,0.5555555555555556,0.6902777777777779,0.6069444444444445,0.6349537037037037
0.6347222222222222,0.6291666666666667,0.6888888888888889,0.5652777777777778,0.6930555555555555,0.6027777777777779,0.6356481481481482
0.6416666666666666,0.6333333333333334,0.6722222222222222,0.5736111111111112,0.6888888888888889,0.6277777777777779,0.6395833333333333
0.6375,0.5986111111111112,0.6541666666666667,0.5722222222222223,0.6944444444444445,0.6291666666666667,0.6310185185185185
0.6375,0.6208333333333333,0.6569444444444444,0.586111111111111,0.7097222222222223,0.6291666666666667,0.6400462962962963
0.6083333333333334,0.6263888888888889,0.6763888888888889,0.5638888888888889,0.7138888888888889,0.6347222222222222,0.6372685185185185
0.6236111111111111,0.6152777777777778,0.688888888888889,0.5652777777777779,0.7027777777777777,0.6125,0.6347222222222223
0.6236111111111111,0.6291666666666667,0.6902777777777778,0.5666666666666667,0.6986111111111111,0.6138888888888889,0.637037037037037
0.6041666666666667,0.6291666666666667,0.6888888888888889,0.5652777777777779,0.6722222222222223,0.6277777777777778,0.63125
0.6027777777777777,0.6194444444444445,0.6569444444444443,0.5833333333333334,0.6680555555555555,0.6430555555555555,0.6289351851851852
0.6180555555555556,0.6166666666666666,0.6722222222222223,0.5847222222222221,0.6583333333333332,0.6513888888888889,0.6335648148148147
0.6263888888888889,0.6194444444444444,0.6722222222222223,0.5958333333333334,0.6638888888888889,0.65,0.637962962962963
0.6111111111111112,0.6291666666666667,0.6833333333333332,0.6027777777777779,0.6541666666666666,0.6458333333333334,0.6377314814814815
0.6055555555555555,0.6208333333333333,0.6777777777777778,0.6166666666666666,0.6652777777777777,0.6402777777777778,0.6377314814814815
0.625,0.6222222222222221,0.6680555555555555,0.6180555555555556,0.6694444444444445,0.65,0.6421296296296296
0.6180555555555556,0.6250000000000001,0.6625000000000001,0.6208333333333333,0.6583333333333333,0.6416666666666666,0.6377314814814815
0.611111111111111,0.6208333333333333,0.6361111111111111,0.6180555555555556,0.6430555555555555,0.6319444444444444,0.6268518518518519
0.6069444444444445,0.6305555555555555,0.6430555555555555,0.6305555555555555,0.6277777777777777,0.6291666666666667,0.6280092592592593
0.6277777777777778,0.6444444444444445,0.6444444444444445,0.6375,0.6486111111111111,0.6472222222222223,0.6416666666666666
0.6263888888888889,0.6555555555555556,0.6597222222222221,0.6472222222222223,0.6541666666666666,0.6416666666666666,0.6474537037037037
0.6277777777777779,0.6305555555555555,0.6722222222222223,0.6541666666666666,0.6388888888888888,0.6375000000000001,0.6435185185185185
0.625,0.6194444444444445,0.6763888888888889,0.6708333333333333,0.6291666666666667,0.6347222222222222,0.6425925925925925
0.6069444444444445,0.6402777777777777,0.6763888888888889,0.6583333333333333,0.6541666666666666,0.6305555555555555,0.6444444444444444
0.6069444444444445,0.6375,0.6805555555555556,0.6652777777777777,0.6611111111111111,0.6263888888888889,0.6462962962962963
0.6055555555555555,0.6361111111111111,0.6708333333333334,0.6597222222222222,0.6569444444444444,0.6041666666666667,0.638888888888889
0.6166666666666667,0.6166666666666666,0.6763888888888888,0.6513888888888888,0.6736111111111112,0.6055555555555555,0.6400462962962963
0.6319444444444444,0.6166666666666666,0.6847222222222221,0.638888888888889,0.6638888888888889,0.586111111111111,0.637037037037037
0.6388888888888888,0.6152777777777778,0.6777777777777777,0.6527777777777778,0.6527777777777779,0.5833333333333334,0.6368055555555555
0.6041666666666667,0.5944444444444444,0.7,0.6569444444444444,0.6319444444444444,0.6055555555555555,0.632175925925926
0.6166666666666667,0.5972222222222223,0.6847222222222222,0.6625,0.6319444444444444,0.6277777777777778,0.6368055555555555
0.6208333333333333,0.6111111111111112,0.6791666666666666,0.6569444444444444,0.6305555555555556,0.6263888888888889,0.6375000000000001
0.6111111111111112,0.6125,0.6861111111111111,0.6611111111111112,0.6416666666666666,0.6138888888888889,0.6377314814814815
0.6055555555555555,0.6055555555555555,0.7041666666666668,0.675,0.6472222222222221,0.6125,0.6416666666666666
0.6097222222222223,0.6180555555555556,0.6875,0.6611111111111111,0.6305555555555555,0.6083333333333334,0.6358796296296296
0.6180555555555556,0.6083333333333333,0.6819444444444445,0.6513888888888888,0.6263888888888889,0.5986111111111111,0.630787037037037
0.6208333333333333,0.6222222222222221,0.6652777777777779,0.6444444444444445,0.6347222222222222,0.6125,0.6333333333333333
0.5986111111111112,0.6166666666666667,0.6791666666666667,0.6541666666666666,0.6333333333333334,0.6194444444444445,0.6335648148148149
0.5847222222222224,0.6305555555555556,0.6680555555555555,0.6569444444444444,0.625,0.6361111111111111,0.6335648148148149
0.5888888888888889,0.6541666666666666,0.6625,0.6569444444444444,0.6236111111111111,0.625,0.6351851851851852
0.6027777777777776,0.6416666666666666,0.6305555555555555,0.6416666666666666,0.6291666666666667,0.6166666666666667,0.6270833333333333
0.5958333333333334,0.6375,0.6333333333333333,0.6305555555555555,0.6319444444444444,0.611111111111111,0.6233796296296296
0.6013888888888889,0.6180555555555556,0.65,0.6416666666666666,0.6263888888888889,0.6180555555555556,0.6259259259259259
0.5930555555555556,0.611111111111111,0.6263888888888889,0.648611111111111,0.6,0.625,0.6173611111111111
